source,url,rating,year
"Impossible Heir, The",https://thefangirlverdict.com/2024/03/19/dropped-the-impossible-heir/,D,2024
In House Marriage Honey [Japan],https://thefangirlverdict.com/2021/02/12/flash-review-shanai-marriage-honey-japan/,B+,2021
In Time With You [Taiwan],http://thefangirlverdict.com/2019/08/23/flash-review-in-time-with-you-taiwan/,A-,2019
Incomplete Life [Misaeng],http://thefangirlverdict.com/2015/03/30/review-misaeng/,A,2015
"Innocent Man, The [Nice Guy]",http://thefangirlverdict.com/2015/05/15/flash-review-nice-guy-the-innocent-man/,B,2015
Inseparable Bros [Movie],https://thefangirlverdict.com/2022/05/27/flash-review-inseparable-bros-movie/,A,2022
IntoThe Ring [Memorials] [The Ballot],https://thefangirlverdict.com/2020/11/13/review-into-the-ring-memorials/,B+,2020
"It’s Okay It’s Love [It’s Okay, That’s Love]",http://thefangirlverdict.com/2014/12/01/review-its-okay-its-love/,B+,2014
It’s Okay To Not Be Okay [Psycho But It’s Okay],https://thefangirlverdict.com/2020/09/23/review-its-okay-to-not-be-okay/,A,2020
Itaewon Class,http://thefangirlverdict.com/2020/05/05/review-itaewon-class/,B+,2020
"Jang Ok Jung, Live in Love",http://thefangirlverdict.com/2015/02/08/flash-review-jang-ok-jung-live-in-love/,B++,2015
"Jaunt, A [Drama Special]",https://thefangirlverdict.com/2020/12/18/flash-review-a-jaunt-drama-special/,B++,2020
Jeongnyeon: The Star is Born,https://thefangirlverdict.com/2024/12/08/review-jeongnyeon-the-star-is-born/,B++,2024
Josée [Korea] [Movie],https://thefangirlverdict.com/2021/08/15/flash-review-josee-korea-movie/,B,2021
Joseon Gunman [Gunman In Joseon],http://thefangirlverdict.com/2015/05/05/flash-review-joseon-gunman/,B,2015
"Journey To Love, A [China]",https://thefangirlverdict.com/2024/03/04/review-a-journey-to-love-china/,B+,2024
"Judge From Hell, The",https://thefangirlverdict.com/2024/11/24/review-the-judge-from-hell/,B+,2024
Just Between Lovers [Rain Or Shine],http://thefangirlverdict.com/2018/03/31/flash-review-just-between-lovers/,B+,2018
Just You [TW Drama],http://thefangirlverdict.com/2016/07/15/flash-review-just-you-tw-drama/,B,2016
Juvenile Justice,https://thefangirlverdict.com/2022/07/25/flash-review-juvenile-justice/,B,2022
"K2, The",http://thefangirlverdict.com/2017/02/06/dropped-the-k2/,D,2017
Kang Deoksun’s Love History [Drama Special],https://thefangirlverdict.com/2021/04/25/flash-review-kang-deoksuns-love-history-drama-special/,A-,2021
Keys To The Heart [Korean Movie],http://thefangirlverdict.com/2018/09/23/flash-review-keys-to-the-heart-korean-movie/,A,2018
Kimchi Family [Fermentation Family],http://thefangirlverdict.com/2012/12/12/review-fermentation-family/,B+,2012
"King 2 Hearts, The",http://thefangirlverdict.com/2012/12/12/review-the-king-2-hearts/,A,2012
"King Loves, The",http://thefangirlverdict.com/2017/10/20/review-the-king-loves/,B,2017
King of Dramas [The Lord of the Drama],http://thefangirlverdict.com/2013/09/23/review-king-of-dramas/,A-,2013
King The Land,https://thefangirlverdict.com/2023/08/21/review-king-the-land/,B,2023
"King: Eternal Monarch, The",https://thefangirlverdict.com/2020/10/25/review-the-king-eternal-monarch/,B,2020
"King’s Affection, The",https://thefangirlverdict.com/2022/02/17/review-the-kings-affection/,B,2022
"King’s Daughter, Soo Baek Hyang",http://thefangirlverdict.com/2015/02/26/review-kings-daughter-soo-baek-hyang/,B,2015
Kiss Goblin [Web Drama],https://thefangirlverdict.com/2021/11/19/flash-review-kiss-goblin-web-drama/,B+,2021
Knight Flower,https://thefangirlverdict.com/2024/03/10/review-knight-flower/,B++,2024
Kpop Demon Hunters [Movie],https://thefangirlverdict.com/2025/07/20/flash-review-kpop-demon-hunters-movie/,B+,2025
"Last Empress, The [An Empress’s Dignity]",http://thefangirlverdict.com/2019/02/27/flash-review-the-last-empress-an-empresss-dignity/,B,2019
Last Match [The Final Match],https://thefangirlverdict.com/2015/05/25/flash-review-the-final-match-last-match/,B-,2015
Law and the City,https://thefangirlverdict.com/2025/08/24/review-law-and-the-city/,B+,2025
Lawless Lawyer [Lawless Attorney],http://thefangirlverdict.com/2018/07/26/flash-review-lawless-lawyer-lawless-attorney/,B+,2018
Leave Me Not [Must You Go?] [Web Drama],https://thefangirlverdict.com/2021/04/02/flash-review-must-you-go-web-drama/,B-,2021
Legend of the Female General [China],https://thefangirlverdict.com/2025/11/09/review-legend-of-the-female-general-china/,B+,2025
Lesson In Love [Taiwan],https://thefangirlverdict.com/2023/04/10/flash-review-lesson-in-love-taiwan/,B,2023
Let Us Meet [Drama Special],https://thefangirlverdict.com/2021/03/19/flash-review-let-us-meet-drama-special/,B++,2021
Let’s Eat,http://thefangirlverdict.com/2014/05/28/review-lets-eat/,B,2014
Let’s Eat 2,http://thefangirlverdict.com/2015/06/08/review-lets-eat-2/,B+,2015
Let’s Eat 3,http://thefangirlverdict.com/2018/12/20/flash-review-lets-eat-3/,C+,2018
"Let’s Eat Something, Anna [Web Drama]",https://thefangirlverdict.com/2021/02/27/flash-review-lets-eat-something-anna-web-drama/,B+,2021
"Let’s Fight, Ghost [Bring It On, Ghost]",http://thefangirlverdict.com/2016/09/30/flash-review-bring-it-on-ghost-lets-fight-ghost/,B,2016
Liar Game,http://thefangirlverdict.com/2015/02/06/flash-review-liar-game/,C+,2015
Lie After Lie,https://thefangirlverdict.com/2021/02/23/review-lie-after-lie/,B+,2021
Life Is Beautiful,http://thefangirlverdict.com/2013/01/19/review-life-is-beautiful/,A+,2013
Life On Mars,http://thefangirlverdict.com/2018/08/28/flash-review-life-on-mars/,A-,2018
"Light In Your Eyes, The [Dazzling] [Radiant]",http://thefangirlverdict.com/2019/04/29/flash-review-the-light-in-your-eyes-dazzling/,A,2019
Light Shop,https://thefangirlverdict.com/2025/01/26/flash-review-light-shop/,B++,2025
Lighting Up The Stars [Movie] [China],https://thefangirlverdict.com/2023/12/31/flash-review-lighting-up-the-stars-china/,A,2023
Like Flowers in Sand,https://thefangirlverdict.com/2024/10/27/review-like-flowers-in-sand/,B++,2024
Lingerie Girls’ Generation [Girls’ Generation 1979],http://thefangirlverdict.com/2017/10/23/flash-review-lingerie-girls-generation-girls-generation-1979/,A-,2017
Little Forest [Korean Movie],http://thefangirlverdict.com/2018/09/15/flash-review-little-forest-korean-movie/,B+,2018
Little Women,https://thefangirlverdict.com/2022/10/16/review-little-women/,B++,2022
"Longest Day in Chang’an, The [China]",http://thefangirlverdict.com/2019/12/20/flash-review-the-longest-day-in-changan-china/,B+,2019
"Lord of the Drama, The [King of Dramas]",http://thefangirlverdict.com/2013/09/23/review-king-of-dramas/,A-,2013
Lost [Human Disqualification],https://thefangirlverdict.com/2021/12/04/review-lost-human-disqualification/,A,2021
Lost You Forever [China],https://thefangirlverdict.com/2023/11/05/dropped-lost-you-forever-china/,D,2023
LOVE [Taiwan] [Movie],https://thefangirlverdict.com/2022/02/14/flash-review-love-taiwan-movie/,B+,2022
Love All Play [Going To You At A Speed Of 493km],https://thefangirlverdict.com/2022/06/27/dropped-love-all-play/,D,2022
Love And Destiny [China],http://thefangirlverdict.com/2020/04/04/dropped-love-and-destiny-china/,D,2020
Love Between Fairy And Devil [China],https://thefangirlverdict.com/2022/11/13/review-love-between-fairy-and-devil-china/,B++,2022
Love Cells,http://thefangirlverdict.com/2014/12/18/flash-review-love-cells/,B-,2014
Love For A Thousand More,http://thefangirlverdict.com/2016/12/29/flash-review-love-for-a-thousand-more/,B,2016
Love In Contract,https://thefangirlverdict.com/2022/11/27/review-love-in-contract/,B,2022
Love In The Moonlight [Moonlight Drawn By Clouds],http://thefangirlverdict.com/2016/11/24/review-moonlight-drawn-by-clouds/,A,2016
Love Is An Accident [China],https://thefangirlverdict.com/2023/10/22/dropped-love-is-an-accident-china/,D,2023
Love Is For Suckers,https://thefangirlverdict.com/2022/12/11/review-love-is-for-suckers/,B,2022
Love Is Sweet [China],https://thefangirlverdict.com/2020/12/03/flash-review-love-is-sweet-china/,B-,2020
"Love Knot: His Excellency’s First Love, The [Moonshine And Valentine] [China]",http://thefangirlverdict.com/2018/06/30/flash-review-moonshine-and-valentine-the-love-knot-his-excellencys-first-love-china/,C+,2018
Love Lasts Forever [An Incurable Case Of Love] [Japan],http://thefangirlverdict.com/2020/06/30/flash-review-love-lasts-forever-an-incurable-case-of-love-japan/,B-,2020
Love Like The Galaxy [China],https://thefangirlverdict.com/2022/11/06/review-love-like-the-galaxy-china/,A,2022
Love Me If You Dare [China],http://thefangirlverdict.com/2017/09/13/dropped-love-me-if-you-dare-china/,D,2017
Love Next Door,https://thefangirlverdict.com/2024/10/20/review-love-next-door/,B+,2024
Love O2O [China],http://thefangirlverdict.com/2017/04/26/flash-review-love-o2o-china/,B+,2017
Love Rain,http://thefangirlverdict.com/2012/12/12/review-love-rain/,C,2012
Love Scout,https://thefangirlverdict.com/2025/02/23/review-love-scout/,A-,2025
"Love So Beautiful, A [China]",http://thefangirlverdict.com/2018/01/04/flash-review-a-love-so-beautiful-china/,A-,2018
Love To Hate You,https://thefangirlverdict.com/2023/04/30/flash-review-love-to-hate-you/,B+,2023
"Love You Give Me, The [China]",https://thefangirlverdict.com/2023/09/24/flash-review-the-love-you-give-me-china/,B+,2023
Lovely Runner,https://thefangirlverdict.com/2024/06/09/review-lovely-runner/,A,2024
Lovers Of The Red Sky,https://thefangirlverdict.com/2021/10/21/dropped-lovers-of-the-red-sky/,D,2021
Lovestruck In The City,https://thefangirlverdict.com/2021/02/16/dropped-lovestruck-in-the-city/,D,2021
Lucky Romance,http://thefangirlverdict.com/2016/07/27/flash-review-lucky-romance/,C+,2016
Mad For Each Other,https://thefangirlverdict.com/2021/09/07/review-mad-for-each-other/,B++,2021
"Magician, The [Movie]",http://thefangirlverdict.com/2016/03/22/flash-review-the-magician-movie/,B-,2016
"Makanai, The: Cooking for the Maiko House [Japan]",https://thefangirlverdict.com/2023/02/19/review-the-makanai-cooking-for-the-maiko-house-japan/,B++,2023
Marriage Contract,http://thefangirlverdict.com/2016/05/14/review-marriage-contract/,B+,2016
Marriage Not Dating,http://thefangirlverdict.com/2015/03/13/review-marriage-not-dating-marriage-without-dating/,A,2015
Marry Me! [Japan],https://thefangirlverdict.com/2020/12/25/flash-review-marry-me-japan/,B+,2020
Marry My Husband,https://thefangirlverdict.com/2024/03/17/review-marry-my-husband/,B+,2024
Mask,http://thefangirlverdict.com/2015/08/10/flash-review-mask/,C++,2015
Master’s Sun,http://thefangirlverdict.com/2014/03/14/review-masters-sun/,B-,2014
Meet Me @ 1006 [Taiwan],http://thefangirlverdict.com/2019/11/14/dropped-meet-me-1006-taiwan/,D,2019
Meet Yourself [China],https://thefangirlverdict.com/2023/04/08/review-meet-yourself-china/,B++,2023
Melancholia,https://thefangirlverdict.com/2021/12/30/dropped-melancholia/,D,2021
Melo Movie,https://thefangirlverdict.com/2025/03/23/review-melo-movie/,B+,2025
Melo Suits Me [Be Melodramatic],http://thefangirlverdict.com/2019/11/23/review-be-melodramatic-melo-suits-me/,A-,2019
"Melody To Remember, A [Movie]",https://thefangirlverdict.com/2022/05/23/flash-review-a-melody-to-remember-movie/,A,2022
Memoir Of The Man [Find Me In Your Memory],https://thefangirlverdict.com/2020/09/12/review-find-me-in-your-memory/,B+,2020
Memorials [IntoThe Ring] [The Ballot],https://thefangirlverdict.com/2020/11/13/review-into-the-ring-memorials/,B+,2020
Memories Of The Alhambra,http://thefangirlverdict.com/2019/01/26/flash-review-memories-of-the-alhambra/,B+,2019
"Midnight Romance in Hagwon, The",https://thefangirlverdict.com/2024/07/21/review-the-midnight-romance-in-hagwon/,B,2024
Miracle In Cell No. 7 [Movie],https://thefangirlverdict.com/2022/06/18/flash-review-miracle-in-cell-no-7-movie/,A+,2022
Miracles of the Namiya General Store [Namiya] [China] [Movie],https://thefangirlverdict.com/2022/02/01/flash-review-namiya-miracles-of-the-namiya-general-store-china-movie/,B+,2022
Mirror Of The Witch,http://thefangirlverdict.com/2016/08/19/flash-review-mirror-of-the-witch/,B-,2016
Misaeng [Incomplete Life],http://thefangirlverdict.com/2015/03/30/review-misaeng/,A,2015
Miss Granny [Movie],http://thefangirlverdict.com/2014/12/26/flash-review-miss-granny/,A+,2014
Miss Kim’s Mystery [Drama Special],https://thefangirlverdict.com/2021/09/28/flash-review-miss-kims-mystery-drama-special/,B+,2021
Miss Korea,http://thefangirlverdict.com/2014/07/26/review-miss-korea/,B+,2014
Miss Night and Day,https://thefangirlverdict.com/2024/08/18/review-miss-night-and-day/,B,2024
Missing You [I Miss You],http://thefangirlverdict.com/2014/12/27/dropped-i-miss-you/,D,2014
Mix [Mixed Doubles] [Japanese Movie],http://thefangirlverdict.com/2018/06/19/flash-review-mix-mixed-doubles-japanese-movie/,B,2018
Modern Girl [Drama Special],https://thefangirlverdict.com/2021/05/21/flash-review-modern-girl-drama-special/,B+,2021
"Moment At Eighteen, A [At Eighteen]",http://thefangirlverdict.com/2020/04/21/review-at-eighteen-a-moment-at-eighteen/,A-,2020
Money Flower,http://thefangirlverdict.com/2018/02/10/review-money-flower/,A-,2018
Monster [Beyond Evil],https://thefangirlverdict.com/2021/07/04/review-beyond-evil-monster/,A,2021
Monthly Magazine Home,https://thefangirlverdict.com/2021/11/15/dropped-monthly-magazine-home/,D,2021
Moon Lovers: Scarlet Heart Ryeo,http://thefangirlverdict.com/2016/11/03/review-moon-lovers-scarlet-heart-ryeo/,C+,2016
"Moon that Embraces the Sun, The",http://thefangirlverdict.com/2012/12/12/review-the-moon-that-embraces-the-sun/,A-,2012
Moonlight Drawn By Clouds [Love In The Moonlight],http://thefangirlverdict.com/2016/11/24/review-moonlight-drawn-by-clouds/,A,2016
Moonshine And Valentine [The Love Knot: His Excellency’s First Love] [China],http://thefangirlverdict.com/2018/06/30/flash-review-moonshine-and-valentine-the-love-knot-his-excellencys-first-love-china/,C+,2018
Moorim School,http://thefangirlverdict.com/2016/03/09/dropped-moorim-school/,D,2016
More Than Friends,https://thefangirlverdict.com/2021/01/27/review-more-than-friends/,B,2021
Motel California,https://thefangirlverdict.com/2025/03/02/review-motel-california/,B+ ,2025
Mother Of Mine [My Prettiest Daughter In The World],http://thefangirlverdict.com/2019/08/06/dropped-mother-of-mine-my-prettiest-daughter-in-the-world/,D,2019
Move To Heaven,https://thefangirlverdict.com/2021/07/21/review-move-to-heaven/,A,2021
Moving,https://thefangirlverdict.com/2023/10/29/review-moving/,A+,2023
Mr. Bad [My Villain Boyfriend] [China],https://thefangirlverdict.com/2022/12/18/review-mr-bad-china/,B,2022
Mr. Plankton,https://thefangirlverdict.com/2024/12/22/review-mr-plankton/,A,2024
Mr. Queen,https://thefangirlverdict.com/2021/04/13/review-mr-queen/,B++,2021
Must You Go? [Web Drama],https://thefangirlverdict.com/2021/04/02/flash-review-must-you-go-web-drama/,B-,2021
Mute [Web Drama],https://thefangirlverdict.com/2020/11/02/flash-review-mute-web-drama/,B+,2020
My Absolute Boyfriend [Korea],http://thefangirlverdict.com/2019/07/07/dropped-my-absolute-boyfriend-korea/,D,2019
My Ahjussi [My Mister],http://thefangirlverdict.com/2018/07/13/review-my-mister-my-ahjussi/,A+,2018
My Beautiful Bride,http://thefangirlverdict.com/2016/03/28/flash-review-my-beautiful-bride/,B,2016
My Brilliant Life [Movie],http://thefangirlverdict.com/2015/03/02/flash-review-my-brilliant-life-movie/,A+,2015
My Country,http://thefangirlverdict.com/2019/12/09/review-my-country/,B++,2019
My Daughter Seo Young,http://thefangirlverdict.com/2016/03/24/flash-review-my-daughter-seo-young/,B+,2016
My Fated Boy [China],https://thefangirlverdict.com/2025/01/05/flash-review-my-fated-boy-china/,B++,2025
My Friend Is Still Alive [Drama Special],http://thefangirlverdict.com/2016/01/10/flash-review-my-friend-is-still-alive-drama-special/,B+,2016
My Happy Home [Drama Special],https://thefangirlverdict.com/2022/05/13/flash-review-my-happy-home-drama-special/,B,2022
My Holo Love,http://thefangirlverdict.com/2020/05/22/flash-review-my-holo-love/,B-,2020
"My Husband Oh Jak Doo [My Husband, Mr. Oh]",http://thefangirlverdict.com/2018/07/02/flash-review-my-husband-oh-jak-doo-my-husband-mr-oh/,C+,2018
My ID is Gangnam Beauty,http://thefangirlverdict.com/2018/09/25/flash-review-my-id-is-gangnam-beauty/,B,2018
Episode 1-3 notes,https://thefangirlverdict.com/2023/09/18/early-access-my-journey-to-you-china-episodes-1-3/,B+,2023
My Liberation Notes,https://thefangirlverdict.com/2022/06/26/review-my-liberation-notes/,B++,2022
My Little Lover [Japan],http://thefangirlverdict.com/2017/09/29/flash-review-my-little-lover-japan/,B,2017
My Love [China] [Movie],https://thefangirlverdict.com/2021/08/08/flash-review-my-love-china-movie/,B+,2021
My Love Eun Dong [Beloved Eun Dong],http://thefangirlverdict.com/2015/08/17/review-my-love-eun-dong/,B-,2015
My Love From Another Star [You From Another Star],http://thefangirlverdict.com/2014/04/26/review-you-from-another-star-my-love-from-another-star/,A+,2014
My Lovely Liar,https://thefangirlverdict.com/2023/10/15/review-my-lovely-liar/,B |,2023
My Mister [My Ahjussi],http://thefangirlverdict.com/2018/07/13/review-my-mister-my-ahjussi/,A+,2018
My Mr. Mermaid [China],http://thefangirlverdict.com/2017/09/30/dropped-my-mr-mermaid-china/,D,2017
My Name,https://thefangirlverdict.com/2021/12/06/review-my-name/,B+,2021
My Perfect Stranger,https://thefangirlverdict.com/2023/07/24/review-my-perfect-stranger/,B++,2023
My Prettiest Daughter In The World [Mother Of Mine],http://thefangirlverdict.com/2019/08/06/dropped-mother-of-mine-my-prettiest-daughter-in-the-world/,D,2019
My Roommate Is A Gumiho,https://thefangirlverdict.com/2021/09/16/review-my-roommate-is-a-gumiho/,B++,2021
My Secret Hotel,http://thefangirlverdict.com/2014/12/15/dropped-my-secret-hotel/,D,2014
My Secret Terius [Terius Behind Me],http://thefangirlverdict.com/2019/02/17/flash-review-terius-behind-me-my-secret-terius/,B,2019
My Sweet Mobster,https://thefangirlverdict.com/2024/08/11/review-my-sweet-mobster/,B++,2024
"My Tomorrow, Your Yesterday [Japanese Movie]",http://thefangirlverdict.com/2017/06/22/flash-review-my-tomorrow-your-yesterday-japanese-movie/,A,2017
My Unfamiliar Family,https://thefangirlverdict.com/2020/10/01/review-my-unfamiliar-family/,B++,2020
My Villain Boyfriend [Mr. Bad] [China],https://thefangirlverdict.com/2022/12/18/review-mr-bad-china/,B,2022
My Youth,https://thefangirlverdict.com/2025/09/21/dropped-my-youth/,D,2025
Mystic Pop-up Bar,http://thefangirlverdict.com/2020/08/12/review-mystic-pop-up-bar/,B+,2020
Nae Il’s Cantabile [Cantabile Tomorrow] [Tomorrow Cantabile],http://thefangirlverdict.com/2015/07/20/flash-review-cantabile-tomorrow/,B-,2015
Namiya [Miracles of the Namiya General Store] [China] [Movie],https://thefangirlverdict.com/2022/02/01/flash-review-namiya-miracles-of-the-namiya-general-store-china-movie/,B+,2022
Navillera,https://thefangirlverdict.com/2021/06/06/review-navillera/,A+,2021
Nemureru Mori no Jukujo [Sleeping Jukujo] [Japan],http://thefangirlverdict.com/2020/02/28/flash-review-nemureru-mori-no-jukujo-sleeping-jukujo-japan/,B+,2020
Neukkim [Feelings],http://thefangirlverdict.com/2014/11/06/review-feelings-neukkim/,B,2014
New Life Begins [China],https://thefangirlverdict.com/2023/02/10/review-new-life-begins-china/,B+,2023
New Year Blues [Korea] [Movie],https://thefangirlverdict.com/2021/08/29/flash-review-new-year-blues-korea-movie/,B+,2021
Nice Guy [The Innocent Man],http://thefangirlverdict.com/2015/05/15/flash-review-nice-guy-the-innocent-man/,B,2015
Nine [Nine: Nine Time Travels],http://thefangirlverdict.com/2013/07/12/review-nine-nine-nine-time-travels/,A-,2013
Nirvana In Fire [Chinese Drama],http://thefangirlverdict.com/2015/12/09/flash-review-nirvana-in-fire-chinese-drama/,A++,2015
Nirvana In Fire 2: The Wind Blows In Chang Lin [China],http://thefangirlverdict.com/2018/09/06/flash-review-nirvana-in-fire-2-the-wind-blows-in-chang-lin-china/,A,2018
No Gain No Love,https://thefangirlverdict.com/2024/10/13/review-no-gain-no-love/,B,2024
No Way Out: The Roulette,https://thefangirlverdict.com/2024/09/08/review-no-way-out-the-roulette/,B,2024
"Noble, My Love",http://thefangirlverdict.com/2015/10/02/flash-review-noble-my-love/,B,2015
Nothing But You [China],https://thefangirlverdict.com/2023/06/25/review-nothing-but-you-china/,B++,2023
Number Of Cases [More Than Friends],https://thefangirlverdict.com/2021/01/27/review-more-than-friends/,B,2021
Off The Course [Drama Special],https://thefangirlverdict.com/2021/04/09/flash-review-off-the-course-drama-special/,B++,2021
Officer Black Belt [Movie],https://thefangirlverdict.com/2025/06/29/flash-review-officer-black-belt-moviekorea/,B+,2025
Oh Hae Young Again [Another Oh Hae Young],http://thefangirlverdict.com/2016/07/05/review-oh-hae-young-again-another-oh-hae-young/,A-,2016
Oh My Baby,http://thefangirlverdict.com/2020/08/30/review-oh-my-baby/,B,2020
Oh My Ghostess [Oh My Ghost],http://thefangirlverdict.com/2015/10/27/flash-review-oh-my-ghostess/,B+,2015
Oh My Venus,http://thefangirlverdict.com/2016/01/15/review-oh-my-venus/,C++,2016
Oh! Master [Oh! My Ladylord],https://thefangirlverdict.com/2021/05/23/dropped-oh-master-oh-my-ladylord/,D,2021
Oh No! Here Comes Trouble [Taiwan],https://thefangirlverdict.com/2023/06/19/review-oh-no-here-comes-trouble-taiwan/,B++,2023
Ojakgyo Brothers,http://thefangirlverdict.com/2013/04/15/review-ojakgyo-brothers/,A+,2013
Okay! Madam [Movie],https://thefangirlverdict.com/2022/04/22/flash-review-okay-madam/,B+,2022
Old Enough [Japan] [Reality],https://thefangirlverdict.com/2022/05/16/flash-review-old-enough-japan-reality/,A-,2022
"One And Only, The",https://thefangirlverdict.com/2022/06/06/dropped-the-one-and-only/,D,2022
One Day Destruction Came To My Door [Doom At Your Service],https://thefangirlverdict.com/2021/07/08/dropped-doom-at-your-service/,D,2021
One More Happy Ending,http://thefangirlverdict.com/2016/05/18/flash-review-one-more-happy-ending/,B-,2016
One Spring Night,http://thefangirlverdict.com/2019/07/25/review-one-spring-night/,B++,2019
One Sunny Day [Web Drama],https://thefangirlverdict.com/2021/07/30/flash-review-one-sunny-day-web-drama/,B+,2021
One Warm Word,http://thefangirlverdict.com/2014/10/11/review-one-warm-word/,A,2014
Only You [Always] [Movie],https://thefangirlverdict.com/2021/10/29/flash-review-always-only-you-movie/,B+,2021
Operation Proposal,http://thefangirlverdict.com/2012/12/12/review-operation-proposal/,B+,2012
Orange Marmalade,http://thefangirlverdict.com/2015/07/29/flash-review-orange-marmalade/,B-,2015
Our Beloved Summer,https://thefangirlverdict.com/2022/02/24/review-our-beloved-summer/,B++,2022
Our Blooming Youth,https://thefangirlverdict.com/2023/05/07/review-our-blooming-youth/,B-,2023
Our Blues,https://thefangirlverdict.com/2022/07/31/review-our-blues/,A-,2022
Our Season [Korea] [Movie],https://thefangirlverdict.com/2025/01/20/flash-review-our-season-koreamovie/,A-,2025
Our Times [TW Movie],http://thefangirlverdict.com/2016/05/07/flash-review-our-times-tw-movie/,A-,2016
Our Unwritten Seoul,https://thefangirlverdict.com/2025/07/13/review-our-unwritten-seoul/,A+,2025
Pachinko,https://thefangirlverdict.com/2022/05/06/review-pachinko/,A-,2022
Padam Padam,http://thefangirlverdict.com/2012/12/12/review-padam-padam/,A,2012
Page Turner,http://thefangirlverdict.com/2016/07/12/flash-review-page-turner/,A,2016
Panda and Hedgehog,http://thefangirlverdict.com/2012/12/12/review-panda-and-hedgehog/,C-,2012
Perfect And Casual [China],https://thefangirlverdict.com/2024/11/04/flash-review-perfect-and-casual-china/,B-,2024
Perfect Marriage Revenge,https://thefangirlverdict.com/2024/02/19/review-perfect-marriage-revenge/,B+,2024
"Piece Of Your Mind, A",http://thefangirlverdict.com/2020/07/03/review-a-piece-of-your-mind/,B+,2020
Please Check The Event [Check Out The Event] [Drama Special],https://thefangirlverdict.com/2021/10/10/flash-review-check-out-the-event-drama-special/,B-,2021
Please Send A Fan Letter,https://thefangirlverdict.com/2023/03/13/flash-review-fan-letter-please/,B+,2023
Plus Nine Boys,http://thefangirlverdict.com/2015/01/14/flash-review-plus-nine-boys/,B+,2015
"Poem A Day, A [You Who Forgot Poetry]",http://thefangirlverdict.com/2018/08/04/flash-review-a-poem-a-day-you-who-forgot-poetry/,B,2018
Positive Physique [Positive Constitution] [Be Positive] [Web Drama],https://thefangirlverdict.com/2021/01/25/flash-review-be-positive-web-drama/,B-,2021
Pretty Noona Who Buys Me Food [Something In The Rain],http://thefangirlverdict.com/2018/07/08/review-pretty-noona-who-buys-me-food-something-in-the-rain/,C,2018
Prime Minister and I,http://thefangirlverdict.com/2014/05/25/review-prime-minister-and-i/,B-,2014
Prince Hours [Goong S],http://thefangirlverdict.com/2015/11/02/flash-review-goong-s-prince-hours/,C+,2015
Princess Hours [Goong],http://thefangirlverdict.com/2015/08/13/review-goong-princess-hours/,B+,2015
"Princess Royal, The [China]",https://thefangirlverdict.com/2024/09/15/review-the-princess-royal-china/,B,2024
"Princess’ Man, The",http://thefangirlverdict.com/2013/02/04/review-the-princess-man/,A,2013
Prison Playbook [Wise Prison Life],http://thefangirlverdict.com/2018/05/27/review-prison-playbook-wise-prison-life/,A-,2018
"Prisoner Of Beauty, The [China]",https://thefangirlverdict.com/2025/07/27/review-the-prisoner-of-beauty-china/,B+,2025
Producer,http://thefangirlverdict.com/2015/07/15/flash-review-producer/,B+,2015
Psycho But It’s Okay [It’s Okay To Not Be Okay],https://thefangirlverdict.com/2020/09/23/review-its-okay-to-not-be-okay/,A,2020
Put Your Head On My Shoulder [China],http://thefangirlverdict.com/2019/05/23/flash-review-put-your-head-on-my-shoulder-china/,B++,2019
Queen Cheorin [Mr. Queen],https://thefangirlverdict.com/2021/04/13/review-mr-queen/,B++,2021
Queen In-hyun’s Man,http://thefangirlverdict.com/2012/12/12/review-queen-in-hyuns-man/,A+,2012
Queen Of Tears,https://thefangirlverdict.com/2024/05/06/review-queen-of-tears/,A-,2024
Queen Of The Ring [Three Colors Of Fantasies: Gold],http://thefangirlverdict.com/2018/02/13/flash-review-queen-of-the-ring-three-colors-of-fantasies-gold/,B,2018
"Queen’s Umbrella, The",https://thefangirlverdict.com/2022/12/25/review-under-the-queens-umbrella/,A,2022
Racket Boys,https://thefangirlverdict.com/2021/08/24/review-racket-boys/,B++,2021
Radiant [Dazzling] [The Light In Your Eyes],http://thefangirlverdict.com/2019/04/29/flash-review-the-light-in-your-eyes-dazzling/,A,2019
Radio Romance,http://thefangirlverdict.com/2018/03/28/dropped-radio-romance/,D,2018
Rain Or Shine [Just Between Lovers],http://thefangirlverdict.com/2018/03/31/flash-review-just-between-lovers/,B+,2018
Rainless Love in a Godless Land [Taiwan],https://thefangirlverdict.com/2022/04/25/review-rainless-love-in-a-godless-land-taiwan/,B+,2022
"Rational Life, The [China]",https://thefangirlverdict.com/2021/11/12/review-the-rational-life-china/,B+,2021
Reach Of Sincerity [Touch Your Heart],http://thefangirlverdict.com/2019/05/05/review-touch-your-heart-reach-of-sincerity/,B+,2019
"Reason I’m Getting Married, The [Drama Special]",http://thefangirlverdict.com/2015/03/11/flash-review-drama-special-the-reason-im-getting-married/,B+,2015
"Reason We Can’t Sleep, The [Drama Special]",https://thefangirlverdict.com/2021/11/16/flash-review-the-reason-we-cant-sleep-drama-special/,B,2021
"Reason Why I Can’t Tell You, The [Drama Special]",https://thefangirlverdict.com/2021/08/27/flash-review-the-reason-why-i-cant-tell-you-drama-special/,B+,2021
Reborn Rich,https://thefangirlverdict.com/2023/01/02/review-reborn-rich/,B++,2023
Recipe For Farewell,https://thefangirlverdict.com/2023/01/29/review-recipe-for-farewell/,B++,2023
